,Date,Outward,Return
221,2020-08-23 00:00:00,32209,32443
222,2020-08-24 00:00:00,92653,31856
223,2020-08-25 00:00:00,31328,29830
224,2020-08-26 00:00:00,72995,58656
225,2020-08-27 00:00:00,94862,62792
226,2020-08-28 00:00:00,33610,63670
227,2020-08-29 00:00:00,28966,125170
228,2020-08-30 00:00:00,,31856
229,2020-08-31 00:00:00,25932,36953
230,2020-09-01 00:00:00,32443,27368
231,2020-09-02 00:00:00,116213,30989
232,2020-09-03 00:00:00,30553,62834
233,2020-09-04 00:00:00,109242,
234,2020-09-05 00:00:00,115111,30148
235,2020-09-06 00:00:00,115246,60759
236,2020-09-07 00:00:00,114693,62792
237,2020-09-08 00:00:00,30275,29876
238,2020-09-09 00:00:00,112925,62861
239,2020-09-10 00:00:00,29210,28998
240,2020-09-11 00:00:00,33810,58787
241,2020-09-12 00:00:00,34139,34125
242,2020-09-13 00:00:00,113107,58741
243,2020-09-14 00:00:00,27242,62834
244,2020-09-15 00:00:00,107259,56194
245,2020-09-16 00:00:00,31561,32067
246,2020-09-17 00:00:00,273080,28978
247,2020-09-18 00:00:00,105747,30558
248,2020-09-19 00:00:00,32551,
249,2020-09-20 00:00:00,50882,
250,2020-09-21 00:00:00,40520,34060
251,2020-09-22 00:00:00,35720,58432
252,2020-09-23 00:00:00,106637,
253,2020-09-24 00:00:00,106637,35651
254,2020-09-25 00:00:00,36938,35779
255,2020-09-26 00:00:00,110858,62792
256,2020-09-27 00:00:00,62769,33183
257,2020-09-28 00:00:00,44161,34037
258,2020-09-29 00:00:00,37980,30992
259,2020-09-30 00:00:00,104841,28981
260,2020-10-01 00:00:00,36770,89474
261,2020-10-02 00:00:00,40711,58658
262,2020-10-03 00:00:00,108944,32455
263,2020-10-04 00:00:00,62409,32238
264,2020-10-05 00:00:00,38058,36953
265,2020-10-06 00:00:00,44161,28964
266,2020-10-07 00:00:00,33952,56355
267,2020-10-08 00:00:00,40520,28784
268,2020-10-09 00:00:00,33610,
269,2020-10-10 00:00:00,34970,62902
270,2020-10-11 00:00:00,86511,29901
271,2020-10-12 00:00:00,33328,34040
272,2020-10-13 00:00:00,33610,58658
273,2020-10-14 00:00:00,104947,102061
274,2020-10-15 00:00:00,106029,28963
275,2020-10-16 00:00:00,33610,30980
276,2020-10-17 00:00:00,37882,60785
277,2020-10-18 00:00:00,274279,30980
278,2020-10-19 00:00:00,41332,58836
279,2020-10-20 00:00:00,104929,28923
280,2020-10-21 00:00:00,34509,30992
281,2020-10-22 00:00:00,34970,32238
282,2020-10-23 00:00:00,105272,58547
283,2020-10-24 00:00:00,34408,32238
284,2020-10-25 00:00:00,32874,32221
285,2020-10-26 00:00:00,,58183
286,2020-10-27 00:00:00,37272,58656
287,2020-10-28 00:00:00,36373,62792
288,2020-10-29 00:00:00,29210,62792
289,2020-10-30 00:00:00,36680,27445
290,2020-10-31 00:00:00,29210,31835
291,2020-11-01 00:00:00,274724,58787
292,2020-11-02 00:00:00,274703,58676
293,2020-11-03 00:00:00,32881,32455
294,2020-11-04 00:00:00,29153,
295,2020-11-05 00:00:00,34161,30675
296,2020-11-06 00:00:00,46336,
297,2020-11-07 00:00:00,31382,62834
298,2020-11-08 00:00:00,36680,30931
299,2020-11-09 00:00:00,268077,36867
300,2020-11-10 00:00:00,274279,32238
301,2020-11-11 00:00:00,57234,
302,2020-11-12 00:00:00,34360,32067
303,2020-11-13 00:00:00,34590,60839
304,2020-11-14 00:00:00,274279,30087
305,2020-11-15 00:00:00,274319,
306,2020-11-16 00:00:00,31589,58697
307,2020-11-17 00:00:00,274279,29818
308,2020-11-18 00:00:00,199556,30917
309,2020-11-19 00:00:00,32662,32238
310,2020-11-20 00:00:00,,58741
311,2020-11-21 00:00:00,36770,32455
312,2020-11-22 00:00:00,41015,36789
313,2020-11-23 00:00:00,274530,36953
314,2020-11-24 00:00:00,34031,58697
315,2020-11-25 00:00:00,269683,
316,2020-11-26 00:00:00,36680,58787
317,2020-11-27 00:00:00,200177,58697
318,2020-11-28 00:00:00,274054,36928
319,2020-11-29 00:00:00,271151,30992
320,2020-11-30 00:00:00,272223,34875
321,2020-12-01 00:00:00,35294,32119
322,2020-12-02 00:00:00,61460,33128
323,2020-12-03 00:00:00,274724,63077
324,2020-12-04 00:00:00,,58697
325,2020-12-05 00:00:00,49026,46210
326,2020-12-06 00:00:00,37282,33195
327,2020-12-07 00:00:00,274734,46027
328,2020-12-08 00:00:00,269372,
329,2020-12-09 00:00:00,34970,30971
330,2020-12-10 00:00:00,273054,50011
331,2020-12-11 00:00:00,41181,54533
332,2020-12-12 00:00:00,274315,58658
333,2020-12-13 00:00:00,37255,52812
334,2020-12-14 00:00:00,270395,73989
335,2020-12-15 00:00:00,61240,49313
336,2020-12-16 00:00:00,35421,58658
337,2020-12-17 00:00:00,36305,65167
338,2020-12-18 00:00:00,43494,62834
339,2020-12-19 00:00:00,275967,49375
340,2020-12-20 00:00:00,37330,62834
341,2020-12-21 00:00:00,274279,49347
342,2020-12-22 00:00:00,274054,49347
343,2020-12-23 00:00:00,274315,56122
344,2020-12-24 00:00:00,56861,49275
345,2020-12-25 00:00:00,262028,30451
346,2020-12-26 00:00:00,274034,80368
347,2020-12-27 00:00:00,,
348,2020-12-28 00:00:00,,49392
349,2020-12-29 00:00:00,46136,
350,2020-12-30 00:00:00,,
351,2020-12-31 00:00:00,,
352,2021-01-01 00:00:00,,
353,2021-01-02 00:00:00,,
354,2021-01-03 00:00:00,69772,57108
355,2021-01-04 00:00:00,,
356,2021-01-05 00:00:00,,
357,2021-01-06 00:00:00,,
358,2021-01-07 00:00:00,,
359,2021-01-08 00:00:00,,
360,2021-01-09 00:00:00,,
361,2021-01-10 00:00:00,,
362,2021-01-11 00:00:00,,
363,2021-01-12 00:00:00,,
364,2021-01-13 00:00:00,,
